ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Gloss,MWE_Structure,Main_Entry,Morphology,Variant_Form
vanaa_1,tio,vanaa,n2,,,,,,
vanaa_2,tio,vanaa,vt,,plane,,,vanaa,
vanaa_3,tio,vanaa,clitic constr,anaa,IMM=OBJM=1SG.PRON,tam - pron,,v=a-naa,
vanaanaha_1,tio,vanaanaha,vi,naha,MULT-RED-chew.betelnut,,,va-naa-naha,
vanaanaha_2,tio,vanaanaha,vt,naha,CAUS-RED-chew.betelnuts,,,va-naa-naha,
vanaanaha_3,tio,vanaanaha,n3,naha,MULT-RED-chew,,,va-naa-naha,
vanaavihu,tio,vanaavihu,vi,,,,,,
vanai_1,tio,vanai,n3,,,,,,
vanai_2,tio,vanai,n3,potee_1,,,,,
vanamanamana,tio,vanamanamana,adv,namanamana ; taureba ; vaamunihi,ADVR-blue,,,va-namanamana,
vanaminamihi_ni,tio,vanaminamihi ni,vt.constr,namihi,MULT-RED-taste APPL,vt - appl,,va-nami-namihi ni,
vananaabu_1,tio,vananaabu,vi,naabu,MULT-RED-scared,,,va-na-naabu,
vananaabu_2,tio,vananaabu,vi,,CAUS-RED-scared,,naabu,va-na-naabu,
vananaoana,tio,vananaoana,adv,nanaoana_1 ; tei_vananaoana ; tei_vananaoana_kahi,ADVR-far.away,,,va-nanaoana,
vananaoana_kahi,tio,vananaoana kahi,adv,nanaoana_1 ; tei_vananaoana_kahi,ADVR-far.away from,,,va-nanaoana kahi,
vananaovo,tio,vananaovo,vi,keeraa ; naovo ; roromaio,MULT-RED-fly,,,va-na-naovo,
vanao,tio,vanao,vi,nao_1,MULT-go,,,va-nao,
vanaonao,tio,vanaonao,vi,nao_1,MULT-RED-go,,,va-nao-nao,
vanata_ni,tio,vanata ni,vt.constr,nata_1,MULT-know APPL,vi - appl,,va-nata ni,
vanatanata,tio,vanatanata,vi,nata_1,MULT-RED-know,,,va-nata-nata,
vanatanata_ni,tio,vanatanata ni,vt.constr,nata_ni,MULT-RED-know APPL,vi - appl,,va-nata-nata ni,
vanavana,tio,vanavana,vt,booroo ; vana_1 ; vuhun,RED-shoot,,,vana-vana,
vanavanava,tio,vanavanava,vi,nava_2 ; tabuana ; vana_4,MULT-RED-bar,,,va-nava-nava,
vane,tio,vane,n3,,,,,,
vaneagu_ni,tio,vaneagu ni,vt.constr,mate_kahi,,v? - appl,,,
vaneanava,tio,vaneanava,vi,,,,,,
vaneapo,tio,vaneapo,vi,goe_1,,,,,
vaneenesi,tio,vaneenesi,adv,,,,,,
vaneneesi,tio,vaneneesi,adv,haraa_vaneneesi ; tara_vaneneesi,ADVR-nice,,,va-neneesi,vanenees
vaneovoi,tio,vaneovoi,adv,,,,,,
vanima,tio,vanima,n2,vavaatoa_1,,,,,
vanimatoa,tio,vanimatoa,n2,ino,,,,,
vanipeniha,tio,vanipeniha,n3,,,,,,
vanipeniha_ni,tio,vanipeniha ni,vt.constr,vuan_2,sling APPL,vt - appl,,vanipeniha ni,
vanohi,tio,vanohi,vt,,,,,,
vanohi_ni,tio,vanohi ni,vt.constr,,,vt - appl,,,
vanoho,tio,vanoho,adj,,,,,,
vanou,tio,vanou,vt,nou_3,CAUS-heap,,,va-nou,
vanun,tio,vanun,vt,tavanun ; umee,,,,,
vanuvanun,tio,vanuvanun,vi/vt,vanun ; vanun,RED-forget,,,vanu-vanun,
vao,tio,vao,n2,manii_1,,,,,
vaobete,tio,vaobete,vt,obete ; vaobete_hopo,CAUS-lie,,,va-obete,
vaobete_hena,tio,vaobete hena,vi.constr,obete,CAUS-lie name,vt - n,,va-obete hena,
vaobete_hopo,tio,vaobete hopo,vt.constr,hopo_1 ; iobo ; obete,CAUS-lie enter,vt - vi,,va-obete hopo,
vaobete_pina_ni,tio,vaobete pina ni,vt.constr,,CAUS-lie blocking.the.way APPL,vt - adv - appl,,va-obete pina ni,
vaobete_taono,tio,vaobete taono,vd.constr,taono_1,CAUS-lie put.on.top,vt - vt,,va-obete_taono,
vaobete_vaavaha_ki,tio,vaobete vaavaha ki,vd.constr,vaavaha,CAUS-lie separate DAT,vt - adv - prep,,va-obete vaavaha ki,
vaobete_vararana,tio,vaobete vararana,vt.constr,vararana_1,CAUS-lie stay.in.a.line,vt - vi,,va-obete vararana,
vaobete_vararana_ni,tio,vaobete vararana ni,vt.constr,obete ; vararana_1,CAUS-lie stay.in.a.line APPL,vt - vi - appl,,va-obete vararana ni,
vaobete_vatataunun,tio,vaobete vatataunun,vt.constr,vatataonun ; vatataunun,CAUS-lie together,vt - vi,,va-obete vatataunun,
vaoboto,tio,vaoboto,adv,,ADVR-dark,,,va-oboto,
vaogaoga,tio,vaogaoga,vi,buaku ; oga,MULT-RED-cry,,,va-oga-oga,
vaogaoga_mi,tio,vaogaoga mi,vt.constr,oga,MULT-RED-cry APPL2,vi - appl,,va-oga-oga mi,
vaoha,tio,vaoha,adv,oha_1,ADVR-exceed,,,va-oha,
vaohi,tio,vaohi,vi,vaohi_ni,,,,,
vaohi_ni,tio,vaohi ni,vt.constr,vaohi,suggest-APPL,vt - appl,,vaohi ni,
vaoi,tio,vaoi,linker constr,oi ; voi_2,LNK-over there,linker - adv,,va-oi,voi
vaon,tio,vaon,vt,vao,,,,,
vaopaopas,tio,vaopaopas,vi,,MULT-RED-oppose,,,va-opa-opas,
vaopaopas_me,tio,vaopaopas me,vt.constr,,MULT-RED-oppose with,vi - prep,,va-opa-opas me,
vaopaopas_suku,tio,vaopaopas suku,vt.constr,,MULT-RED-oppose because.of,vi - prep,,va-opa-opas suku,
vaopiopi,tio,vaopiopi,n2,,,,,,va'opi'opi
vaopiopin,tio,vaopiopin,vt,opin,CAUS-RED deserted,,,va-opi-opin,
vaorana,tio,vaorana,vt,orana_2,CAUS-produce.charcoals,,,va-orana,vaaorana
vaorete,tio,vaorete,n2,,,,,,
LX000064,tio,vaorete me/mi,vd.constr,,eat.meat/fish/seafood APPL2,vt - appl,,vaorete me/mi,
vaorooroto,tio,vaorooroto,adj,oroto_1,CAUS-RED-chole,,,va-oro-oroto,
vaotaota,tio,vaotaota,vi,,,,,,
vaovaon,tio,vaovaon,vt,vaon,RED-load,,,vao-vaon,
vaovaon_hopo,tio,vaovaon hopo,vt.constr,,RED-load enter,vt - vi,,vao-vaon hopo,
vaovoi_1,tio,vaovoi,vt,Suunano_2,,,,,
vaovoi_2,tio,vaovoi,adv,vaovoi_1,,,,,
vaovoi_3,tio,vaovoi,adj,inaho,,,,,
vaovoi_4,tio,vaovoi,adv,,,,,,
vaovosi,tio,vaovosi,adv,ovosi,ADVR-complete,,,va-ovosi,vaovos
vapaana_1,tio,vapaana,adv,paana_1,ADVR-underneath-DEREL,,,va-paa-na,
vapaana_2,tio,vapaana,n3,,ADVR-underneath-DEREL,,,va-paa-na,
vapaapaku_vatatana,tio,vapaapaku vatatana,vi.constr,vapakupaku,MULT-RED-do MULT-meet,vi - vi,,va-paa-paku va-tatana,
vapaaparu,tio,vapaaparu,vi,,MULT-RED-?,,,va-paa-paru,
vapaaparu_me,tio,vapaaparu me,vt.constr,,go.arm.in.arm with,vi - prep,,vapaparu me,
vapae_ni,tio,vapae ni,vt.constr,gaan_kaukau ; pae,MULT-fill.up.a.hole,vt - appl,,va-pae,
vapahana_kahi,tio,vapahana kahi,vt.constr,pahana,MULT-cross from ; cross.over from,vi - prep,,va-pahana kahi,
vapakapaka_1,tio,vapakapaka,vi,karesusuo ; paka_1 ; pakapaka,MULT-wing,,,va-pakapaka,
vapakapaka_2,tio,vapakapaka,vi,paka_1,MULT-RED-leaf,,,va-paka-paka,
vapaku_1,tio,vapaku,vi/vt,paku_1,MULT-do,,paku_1,va-paku,
vapaku_2,tio,vapaku,n3,,MULT-do,,paku_1,va-paku,
vapaku_ni,tio,vapaku ni,vt.constr,paku_1,MULT-do APPL,vt - appl,,va-paku ni,
vapakupaku,tio,vapakupaku,vi,paku_1,MULT-RED-do,,,va-paku-paku,
vapakupaku_mi,tio,vapakupaku mi,vt.constr,,MULT-RED-do with,vi - prep,paku,va-paku-paku mi,
vapampam_ni,tio,vapampam ni,vt.constr,pam ; pampam_1,MULT-RED-tie APPL,vt - appl,,va-pam-pam ni,
vapana_mi,tio,vapana mi,vt.constr,,,v? - prep,,,
vapaopao,tio,vapaopao,adv,,ADVR-greens,,,va-paopao,
vapapario,tio,vapapario,vi,vavura,,,,,
vapara_1,tio,vapara,vd,hoi_1 ; vapara_2,,,,,
vapara_2,tio,vapara,n2,kakavei ; korovene,,,,,
vaparameam,tio,vaparameam,n2.constr,vapara_2,partner-2PL.POSS=2PL.PRON,n - pron,,vapara-me=am,
vaparapara,tio,vaparapara,vi,kitokitoi,MULT-RED-shine,,para,va-para-para,
vaparaparaa_ni,tio,vaparaparaa ni,vt.constr,,,vi - appl,,,
vaparu,tio,vaparu,adv,boobon_1 ; paru_1,ADVR-black,,,va-paru,
vapate,tio,vapate,vt,pate_3,,,,,
vapau_1,tio,vapau,vi,,MULT-change,,,va-pau,
vapau_2,tio,vapau,n3,,MULT-change,,,va-pau,
vapaupau,tio,vapaupau,vt,pau_1,MULT-RED-change,,,va-pau-pau,
vapaupau_mi,tio,vapaupau mi,vd.constr,pau_1,MULT-RED-pay.back with,vt - prep,,va-pau-pau mi,
vapavapara,tio,vapavapara,vi,vapara_1 ; vapara_2,RED-partner,,,vapa-vapara,
vapeepeha_1,tio,vapeepeha,adv,peha_1 ; teitei_vapeepeha_me,ADVR-RED-one,,,va-pee-peha,
vapeepeha_2,tio,vapeepeha,vi,peha_4,MULT-RED-climb,,,va-pee-peha,
vapeepeha_mi,tio,vapeepeha mi,vt/vd.constr,mi_1 ; mia ; peha_1,CAUS-RED-one with,vt - prep,,va-pee-peha mi,
vapeepeo,tio,vapeepeo,vi/vt,peo_1 ; sipoana_1,MULT-RED-splash,,,va-pee-peo,
vapepeana_1,tio,vapepeana,vi,atovo_1 ; eva ; peana_1 ; viipana,MULT-RED-branch-DEREL,,,va-pe-pea-na,
vapepeana_2,tio,vapepeana,vt,peana_2,CAUS-RED-busy,,,va-pe-peana,
vaperam,tio,vaperam,adv,,ADVR-not.pronouncing.R.properly,,,va-peram,
vapereperee,tio,vapereperee,adv,medaa ; pereperee_1,ADVR-green,,,va-pereperee,
vapihan,tio,vapihan,vi,pihan,MULT-laugh,,,va-pihan,
vapiipii,tio,vapiipii,vt,piipii_2,CAUS-covered.with.sores,,,va-piipii,
vapipiku,tio,vapipiku,adv,piipiku_1 ; piku_1,ADVR-RED-lie,,,va-pi-piku,
vapipiuvu,tio,vapipiuvu,vi,piuvu_1,MULT-RED-dance,,,va-pi-piuvu,
vapirisi,tio,vapirisi,n2,,,,,,vapiris
vapirisi_muu,tio,vapirisi muu,n3.constr,,,n - n,,,
vapogara,tio,vapogara,adv,pogara,ADVR-fat,,,va-pogara,
vaponisi,tio,vaponisi,adv,haraa_vaponis_ni ; ponisi_1,ADVR-heavy,,,va-ponisi,vaponis
vapoosu,tio,vapoosu,adv,mihu ; poosu,ADVR-closed,,,va-poosu,
vapopoha,tio,vapopoha,vi,poha_2 ; urunata_1,MULT-RED-wave,,,va-po-poha,
vapopoto,tio,vapopoto,vd,popoto_1,,,,,
vapopoto_ni,tio,vapopoto ni,vt.constr,popoto_1,MULT-stick APPL,vt - appl,,va-popoto ni,
vaporo,tio,vaporo,adv,poro,ADVR-explode,,,va-poro,
vapotepote,tio,vapotepote,vi,pote,MULT-RED-ashamed,,,va-pote-pote,
vapupuana,tio,vapupuana,vi,puana_1,MULT-RED-fight,,,va-pu-puana,
vapuripurihi,tio,vapuripurihi,vt,purihi,CAUS-RED-wet,,,va-puri-purihi,
vapusuna,tio,vapusuna,vi,pusu_1,?-basis-DEREL,,,va-pusu-na,
vaputaa,tio,vaputaa,linker constr,vaa_putaa,LNK-on.the.ground,linker - adv,,va-putaa,
varaaramun,tio,varaaramun,vt,,CAUS-RED-smooth,,,va-raa-ramun,
varaarare,tio,varaarare,vt,rare,MULT-RED-sort.out,,,va-raa-rare,
varaarare_ni,tio,varaarare ni,vt.constr,rare,MULT-RED-sort.out,vt - appl,,va-raa-rare ni,
varaba,tio,varaba,adv,,,,,,
varae,tio,varae,n3,karuu_2 ; ohita_2 ; sikisiki ; sisiki,,,,,
varahana,tio,varahana,adv,,ADVR-?,,,va-rahana,
varahi,tio,varahi,vi,,MULT-line,,,va-rahi,
varahi_me,tio,varahi me,vt.constr,pus_toa ; varahi,MULT-line with,vi - prep,,va-rahi me,
varahirahi_ni,tio,varahirahi ni,vt.constr,rahi_1,MULT-RED-pull APPL,vt - appl,,va-rahi-rahi-ni,
varaka,tio,varaka,vt,raka ; vaaraka,CAUS-dry,,,va-raka,
varakaha_ki,tio,varakaha ki,vd.constr,,leave DAT,vt - prep,,varakaha ki,
varakaha_ni,tio,varakaha ni,vt.constr,,abandon APPL,vt - appl,,varakaha ni,
varakepe,tio,varakepe,vi,moovu,,,,,
varakerake,tio,varakerake,vi,rake_1,MULT-RED-want,,,va-rake-rake,
varamata,tio,varamata,n3,,,,,,
varana,tio,varana,n3,,,,,,
varapirapisi,tio,varapirapisi,vi,rapisi_3,MULT-RED-whip,,,va-rapi-rapisi,
varapisi_ni,tio,varapisi ni,vt.constr,kopokopomate,MULT-beat APPL,vi - appl,,va-rapis ni,
vararana_1,tio,vararana,vi,,,,,,
vararana_2,tio,vararana,n3,,,,,,
vararana_pina,tio,vararana pina,vi.constr,vararana_1 ; vavaakopo_2,line.up blocking.the.way,vi - adv,,vararana pina,
varasuu,tio,varasuu,linker constr,,LNK=jungle,linker - n,,va=rasuu,
varavara,tio,varavara,n2,,,,,,
varavihi_1,tio,varavihi,vi/vt,vavaravihi_1 ; vavaravihi_2,,,,,
varavihi_2,tio,varavihi,adv,,,,,,
varavihi_3,tio,varavihi,n2,,,,,,
varavihi_kahi,tio,varavihi kahi,vt.constr,,hide from,vi - prep,,varavihi kahi,
varavihi_ki,tio,varavihi ki,vt.constr,,hide DAT,vi - prep,,varavihi ki,
varavihi_ni,tio,varavihi ni,vt.constr,varavihi_1,hide APPL,vi /vt - appl,,varavihi ni,
varavun_ni,tio,varavun ni,vt.constr,,CAUS-be.heaped.up,vt - appl,,va-ravun,
varavuravu,tio,varavuravu,vt,suva_2,CAUS-?,,,va-ravuravu,
vareasi,tio,vareasi,adv,reasi,ADVR-dislike,,,va-reasi,
vareko_1,tio,vareko,adv,dee_maa,,,,,
vareko_2,tio,vareko,adv,,,,,,
varereasi,tio,varereasi,vi,reasi,MULT-RED-dislike,,,va-re-reasi,
varerevasin,tio,varerevasin,vt,revasin_2,MULT-RED-blood,,,va-re-revasin,
varevaren_1,tio,varevaren,vi,vavarevaren,,,,,
varevaren_2,tio,varevaren,n2,,,,,,
varigi,tio,varigi,n3,sikiri_2,,,,,
varigomo,tio,varigomo,vi,kave_1,,,,,
varihi,tio,varihi,n1,,,,,,
variporipoto,tio,variporipoto,vi,ripoto,MULT-RED-grab,,,va-ripo-ripoto,
varipoto,tio,varipoto,vi,ripoto,MULT-grab,,,va-ripoto,
varirovana,tio,varirovana,n2/n3,,,,,,
varoava,tio,varoava,vt,gaoho ; roava_5 ; vagaoho,CAUS-exposed.to.the.sun,,,va-roava,
varokii_1,tio,varokii,vi,,,,,,
varokii_2,tio,varokii,n3,,,,,,
varom_ni,tio,varom ni,vt.constr,rom_2,MULT-slice,vt - appl,,va-rom,
varomo,tio,varomo,vi,varomo_ni,,,,,
varomo_ni,tio,varomo ni,vt.constr,varovaromo,stack.together APPL,vi - appl,,varomo ni,
varopuropu,tio,varopuropu,vi,ropu,MULT-RED-rush,,,va-ropu-ropu,
varopuropu_ni,tio,varopuropu ni,vt.constr,ropu,MULT-RED-grab,vi - appl,,va-ropu-ropu ni,
varoroava,tio,varoroava,vi,roava_5,MULT-RED-exposed.to.sun,,,va-ro-roava,
varoroomi,tio,varoroomi,adv,roomi,ADVR-RED-silent,,,va-ro-roomi,
varosin,tio,varosin,adv,rosin ; sisiruene,ADVR-flee,,,va-rosin,
varosirosin_kahi,tio,varosirosin kahi,vt.constr,rosin,MULT-RED-flee from,vi - prep,,va-rosi-rosin kahi,
varoto,tio,varoto,vt,vateen_1,MULT.tie.up,,,va-roto,
varova,tio,varova,adv,rova_1 ; tara_varova_ni,ADVR disapear,,,va-rova,
varovaromo,tio,varovaromo,vi,varomo,RED-stack.up,,,varo-varomo,
varovaromo_ni,tio,varovaromo ni,vt.constr,varomo_ni,RED-stack.up,vi - appl,,varo-varomo,
varovaroto,tio,varovaroto,vi,varoto,RED-MULT-strap.up,,,varo-va-roto,
varovarova,tio,varovarova,vi,rova_1,MULT-RED-disappear,,,va-rova-rova,
varu,tio,varu,n3,pakoo_2 ; varu_toraaraa,,,,,
varu_toraaraa,tio,varu toraaraa,n3.constr,marabai ; toraaraa,handle axe,n - n,,varu toraaraa,
varuruene,tio,varuruene,vt,ruene_1 ; ruruene,CAUS-watery,,,va-ruruene,
varuruva,tio,varuruva,adj,hihivaa,,,,,
varuruva_kahi,tio,varuruva kahi,vt.constr,kahi_1,easy from,adj - prep,,varuruva kahi,
varuruva_ki,tio,varuruva ki,vt.constr,,easy DAT,vi - prep,,varuruva ki,
varuruvu,tio,varuruvu,vi,ruruvuna ; ruuvu,MULT-RED-dive,,,va-ru-ruvu,
varutaa_1,tio,varutaa,vt,rutaa_1 ; varutarutaa_2 ; varuvarutaa,CAUS-small,,,vaa-rutaa,varutaa
varutaa_2,tio,varutaa,adj,haopi ; mataberam ; rutaa_1,CAUS-small,,,va-rutaa,vaarutaa
varutaa_3,tio,varutaa,adv,rutaa_1,ADVR-small,,,va-rutaa,
varutarutaa_1,tio,varutarutaa,vt,rutaa_1 ; varutaa_2,CAUS-RED-small,,,va-ruta-rutaa,
varutarutaa_2,tio,varutarutaa,adv,mosi_varutarutaa,ADVR-RED-small,,,va-ruta-rutaa,
varuvaru_1,tio,varuvaru,n2,gaasuu ; paee ; vaave_1 ; vaave_2,,,,,
varuvaru_2,tio,varuvaru,vi/vt/vd,varuvaru_1,,,,,
varuvarutaa,tio,varuvarutaa,vt,rutaa_1 ; varutaa_1,RED-CAUS-small,,,varu-va-rutaa,
vasaku,tio,vasaku,adv,saku,ADVR-fast,,,va-saku,
vasegesege,tio,vasegesege,vi,sege,MULT-RED-hop,,,va-sege-sege,
vasibao,tio,vasibao,vt,,,,,,
vasige,tio,vasige,adv,pita_vasige ; vakomo_vasige ; vasigesige,,,,,
vasigesige,tio,vasigesige,vi,vasige,MULT-RED-?,,,va-sige-sige,
vasigosigooru,tio,vasigosigooru,vi,sigooru,MULT-RED-sprout,,,va-sigo-sigooru,
vasiihum,tio,vasiihum,adv,,ADVR-DIM-part,,,va-sii-hum,vasihum
vasiisisibu,tio,vasiisisibu,vi,sisibu,MULT-RED-bathe,,,va-sii-sisibu,
vasimura,tio,vasimura,adv,heehee_2 ; tapate,,,,,
vasin,tio,vasin,vi,,,,,,
vasinasinakae,tio,vasinasinakae,vi,,,,,,
vasipau,tio,vasipau,vi,gesu,,,,,
vasisibu,tio,vasisibu,vi,sisibu,MULT-bathe,,,va-sisibu,
vasisio_1,tio,vasisio,adv,vasisio_ni,,,,,
vasisio_2,tio,vasisio,adj,vasisio_ni,,,,,
vasisio_3,tio,vasisio,n3,vasisio_2 ; vavasisio_ni,,,,,
vasisio_ni,tio,vasisio ni,vt.constr,vasisio_2 ; vavasisio_ni,respected APPL,adj - appl,,vasisio ni,
vasisira,tio,vasisira,vi,sisira_1,MULT-examine,,,va-sisira,
vasisira_ni,tio,vasisira ni,vt.constr,siisira_1,MULT-examine APPL,vi - appl,,va-sisira ni,
vasivuhu,tio,vasivuhu,vi,haopi ; mataberam,,,,,
vasu,tio,vasu,n2,ketepe ; toon_4 ; vasuvasuana,,,,,
vasu_peree,tio,vasu peree,n2.constr,peree ; rupirupi,stone raw,n - adj,,Vasu Peree,
vasu_raatana,tio,vasu raatana,n2.constr,vasu,stone ?,n - adj,,vasu raatana,
vasubusubui,tio,vasubusubui,vi,binun_2 ; subui_2,MULT-RED-overgrown,,,va-subu-subui,
vasue,tio,vasue,vi,sue_1,MULT-say,,,va-sue,
vasue_suku,tio,vasue suku,vt.constr,sue_1,MULT-say because.of,vi - prep,,va-sue suku,
vasuesue_ni,tio,vasuesue ni,vt.constr,sue_1,MULT-RED-say APPL,vi - appl,,va-sue-sue ni,
vasugasugaa,tio,vasugasugaa,vi,sugaa,MULT-RED-hate,,,va-suga-sugaa,
vasuguna,tio,vasuguna,adv,suguna,ADVR-arrive,,,va-suguna,
vasugusuguna,tio,vasugusuguna,vt,,CAUS-RED-arrive,,,va-sugu-suguna,vaasugusuguna
vasukare,tio,vasukare,n2,goroto,,,,,
vasunasunaha,tio,vasunasunaha,vi,garatana,MULT-RED-sucker,,,va-suna-sunaha,
vasuperee,tio,vasuperee,n2,,stone-raw,,,vasu-peree,
vasupesupe,tio,vasupesupe,vi,supe,MULT-RED-jump,,,va-supe-supe,
vasupisupi,tio,vasupisupi,vi,kankong ; piono ; supi_1 ; vasupisupi,MULT-RED-sprout,,,va-supi-supi,
vasuruvu,tio,vasuruvu,vt,moone,,,,,
vasuuna,tio,vasuuna,adv,suuna_1,ADVR-true,,,va-suuna,
vasuunano,tio,vasuunano,adv,suunano_1,ADVR-chief,,,va-suunano,
vasuusue,tio,vasuusue,vi,sue_1,MULT-RED-say,,,va-suu-sue,vasuesue
vasuvasu_1,tio,vasuvasu,n2,,,,,,
vasuvasu_2,tio,vasuvasu,adj,vasu,RED-stone,,,vasu-vasu,
vasuvasuana,tio,vasuvasuana,adj,hori_metomo ; kepakepa ; tovasuae ; vasu,RED-stone-ADJR,,,vasu-vasu-ana,
vasuvasuasun,tio,vasuvasuasun,n3,asun,RED-MULT.RED-kill,,,vasu-vasu-asun,
vataaree_1,tio,vataaree,vd,sue_vataaree_ni,,,,,
vataaree_2,tio,vataaree,vi,,,,,,
vataaree_ni,tio,vataaree ni,vt.constr,,show APPL,vd - appl,,vataaree ni,
vatabin,tio,vatabin,vi,binu_gunaha ; binubinu,,,,,
vatabitabin,tio,vatabitabin,vi,tabin,MULT-RED-turn,,,va-tabi-tabin,
vataena,tio,vataena,n3,,?-bottom-DEREL,,,va-tae-na,
vatagae,tio,vatagae,vt,inu_vatagae ; tagae ; too_vatagae ; gae,CAUS-ACAUS-lift,,,va-ta-gae,
vatagi,tio,vatagi,vt,tagi_3,MULT-decorate,,,va-tagi,
vatagi_ni,tio,vatagi ni,vt.constr,tagi_3,MULT-decorate APPL,vt - appl,,va-tagi ni,
vatagitagihu,tio,vatagitagihu,vi,tagihu,MULT-RED-go.into.the.jungle,,,va-tagi-tagihu,
vatahavi_1,tio,vatahavi,vt,havi_2 ; vaatahavi,CAUS-ACAUS-wipe,,,va-ta-havi,vaatahavi
vatahavi_2,tio,vatahavi,adv,havi_2,ADVR-ACAUS-clean,,,va-ta-havi,
vatahitahi_sue,tio,vatahitahi sue,vi.constr,tahi,MULT-RED-spear say,vi - n,,va-tahi-tahi sue,
vatahuka,tio,vatahuka,vi,huka,MULT-ACAUS-move,,,va-ta-huka,
vatakaha,tio,vatakaha,adv,hio_vatakaha ; takaha_1 ; takaha_2,ADVR-dawn,,,va-takaha,
vatakapa,tio,vatakapa,vt,hoa_2 ; kapa_1 ; takapa,CAUS-ACAUS-lift.open,,,va-ta-kapa,
vatakapusu_taono,tio,vatakapusu taono,vt,takapusu,CAUS-collapse put.on.top,,,va-takapusu taono,
vatamaka,tio,vatamaka,adv,baitono_vatamaka_ni ; tamaka,ADVR-sad,,,va-tamaka,
vatamari_1,tio,vatamari,vt,tamari_1,CAUS-provisions,,,va-tamari,
vatamari_2,tio,vatamari,adv,tamari_1 ; tei_vatamari ; vatamari_1,,,,,
vatamari_moonii,tio,vatamari moonii,n2.constr,moonii ; tamari_1 ; vatamari_1,CAUS-provisions money,n - n,,va-tamari moonii,
vatamatamaka,tio,vatamatamaka,adv,oga ; tamaka,ADVR-RED-sad,,,va-tama-tamaka,
vatamee,tio,vatamee,vt,tamee,CAUS-flexible,,,va-tamee,
vatanaa,tio,vatanaa,vi,kavekave ; tanaa_2,MULT-put.out.nets.in.a.row,,,va-tanaa,
vatanaa_pina,tio,vatanaa pina,vt.constr,busu_vatanaa_pina_ni ; pina ; tanaa_2 ; vaasun_pina,MULT-put.out.nets blocking,vi - adv,,va-tanaa pina,
vataneo,tio,vataneo,adv,taneo,ADVR-begin,,,va-taneo,
vatanetaneo,tio,vatanetaneo,adv,taneo ; vatantaneo,ADVR-RED-begin,,,va-tane-taneo,vatantaneo
vatantaneo,tio,vatantaneo,adv,taneo ; vatanetaneo,ADVR-RED-start,,,va-tan-taneo,
vataotaonun,tio,vataotaonun,vi,taonun,MULT-RED-gather,,,va-tao-taonun,
vatapatapana,tio,vatapatapana,vi,tapana,MULT-RED-slap,,,va-tapa-tapana,
vatapau_1,tio,vatapau,vt,tapau_1,CAUS-change,,,va-tapau,
vatapau_2,tio,vatapau,vi,tapau_1,MULT-change,,,va-tapau,
vatapau_3,tio,vatapau,n3,vatapau_1,CAUS-change clothes,,,va-tapau,
vatapau_ni,tio,vatapau ni,vt.constr,tapau_1 ; vatapau_1,CAUS-change APPL,vi - appl,,va-tapau ni,
vatapotaporohi,tio,vatapotaporohi,vi,marapauna,MULT-RED-blossom,,,va-tapo-taporohi,
vatapuhaka,tio,vatapuhaka,vt,puhaka ; tapuhaka,CAUS-pus,,,va-tapuhaka,
vataraa,tio,vataraa,adv,orovi ; taraa,ADVR-flat,,,va-taraa,
vataratara_me,tio,vataratara me,vt.constr,me_5 ; tara_1,MULT-RED-look APPL2,vt - appl,,va-tara-tara me,
vatarigun,tio,vatarigun,vi,rigun ; uruava,MULT-ACAUS-wind.up,,,va-ta-rigun,
vatasu_kurina_mi,tio,vatasu kurina mi,vt.constr,vaatasu_kurina,MULT-hit hand-DEREL with,vt - n - prep,,va-tasu kuri-na mi,
vatasu_vatatana,tio,vatasu vatatana,vi.constr,paee,MULT-hit MULT-meet,vi - vi,,va-tasu va-tatana,
vatasutasu,tio,vatasutasu,vi,tasu_1,MULT-RED-beat,,,va-tasu-tasu,
vatataaree,tio,vatataaree,adv,,,,,,
vatatainana_1,tio,vatatainana,vi,taina-,MULT-RED-ear-DEREL,,,va-ta-taina-na,
vatatainana_2,tio,vatatainana,vi,,,,,,
vatatako,tio,vatatako,vi,tako_2 ; vagegesu_ni,MULT-RED-Alexandrian.Laurel,,,va-ta-tako,
vatatana_1,tio,vatatana,vi,tatana,MULT-meet,,,va-tatana,
vatatana_2,tio,vatatana,adv,rahi_vatatana_ni ; tatana ; vatatana_1,,,,,
vatatana_me,tio,vatatana me,vt.constr,tatana,MULT-meet with,vi - prep,,va-tatana me,
vatataonun,tio,vatataonun,vi,taonun ; vaahae ; vaasun_1,MULT-RED-gather,,,va-ta-taonun,
vatatate,tio,vatatate,vi,ta_vatatate ; tate_2,MULT-RED-tell.stories,,,va-ta-tate,
vatataunun,tio,vatataunun,vi,kisi_vatataunun ; unuunu_2 ; vaobete_vatataunun,MULT-RED-ACAUS-gather,,,va-ta-taonun,vatataonun
vatavatava_1,tio,vatavatava,n3,gerugeru_1 ; tavatava_1 ; tavatava_2,MULT-incise,,,va-tavatava,
vatavatava_2,tio,vatavatava,vi,gerugeru_1 ; gerugeru_2 ; tavatava_2,MULT-incise,,,va-tavatava,
vataviri_1,tio,vataviri,vi/vt,taviri ; vavataviri,MULT-go.around,,,va-taviri,
vataviri_2,tio,vataviri,adv,,ADVR-be.in.a.circle,,,va-taviri,
vataviri_me,tio,vataviri me,vt.constr,taviri,MULT-around with,vi - prep,,va-taviri me,vataviri mi
